325	"Alvescot"	51.73769	-1.60611
326	"Alveston"	52.2	-1.65
327	"Alveston"	51.58806	-2.53139
328	"Alvie"	57.13879	-3.91608
329	"Alvingham"	53.39956	0.04738
330	"Alvington"	51.70444	-2.57528
331	"Alwalton"	52.54842	-0.32891
332	"Alwinton"	55.35057	-2.12566
333	"Alyth"	56.62209	-3.23005
334	"Amber Hill"	53.00683	-0.16531
335	"Amberley"	50.90915	-0.53378
336	"Amble"	55.33333	-1.58333
337	"Amblecote"	52.46412	-2.15021
338	"Ambleside"	54.43261	-2.96167
339	"Ambleston"	51.89583	-4.90722
340	"Ambrosden"	51.87087	-1.12129
341	"Amcotts"	53.61685	-0.71002
342	"Amersham"	51.66667	-0.61667
343	"Amersham on the Hill"	51.67468	-0.60742
344	"Amesbury"	51.17172	-1.77897
345	"Amhuinnsuidhe"	57.96667	-6.96667
346	"Amisfield Town"	55.11667	-3.56667
347	"Amlwch"	53.40986	-4.34712
348	"Ammanford"	51.79279	-3.98833
349	"Amotherby"	54.1498	-0.85428
350	"Ampfield"	51.00684	-1.42638
351	"Ampleforth"	54.19956	-1.10691
352	"Ampney Crucis"	51.71399	-1.905
353	"Ampney Saint Mary"	51.71667	-1.86667
354	"Ampney Saint Peter"	51.7	-1.88333
355	"Ampthill"	52.02694	-0.49567
356	"Amroth"	51.73161	-4.66226
357	"Amulree"	56.5072	-3.78968
358	"An Gallanach"	56.83602	-6.22822
359	"Ancaster"	52.98276	-0.53593
360	"Ancroft"	55.7	-2
361	"Ancrum"	55.51356	-2.5892
362	"Anderby"	53.25456	0.28659
363	"Anderton"	53.26667	-2.53333
364	"Andover"	51.20828	-1.48246
365	"Andoversford"	51.87496	-1.96451
366	"Anerley"	51.40654	-0.06389
367	"Angersleigh"	50.96185	-3.14322
368	"Angle"	51.684	-5.08919
369	"Angmering"	50.82936	-0.48357
370	"Ankerville"	57.73333	-4
371	"Ankerville Corner"	57.73333	-3.98333
372	"Anlaby"	53.74252	-0.40529
373	"Anmer"	52.83502	0.58318
374	"Annaclone"	54.3	-6.18333
375	"Annacloy"	54.35	-5.75
376	"Annaghmore"	54.45	-6.6
377	"Annahilt"	54.43333	-6
378	"Annaloist"	54.48333	-6.36667
379	"Annalong"	54.10823	-5.89966
380	"Annan"	54.98839	-3.25647
381	"Annaside"	54.26667	-3.39764
382	"Annbank"	55.47564	-4.52208
383	"Annesley"	53.08157	-1.24375
384	"Annfield Plain"	54.85749	-1.73827
385	"Anslow"	52.82555	-1.68683
386	"Anstey"	52.65	-1.18333
387	"Anstey"	51.97626	0.04356
388	"Anstruther"	56.22315	-2.70229
389	"Anstruther Easter"	56.21667	-2.68333
390	"Anstruther Wester"	56.21667	-2.7
391	"Ansty"	52.43333	-1.41667
392	"Ansty"	50.99328	-0.15673
393	"Ansty"	51.03639	-2.06389
394	"Anthorn"	54.90968	-3.27736
395	"Antingham"	52.85246	1.35112
396	"Antony"	50.37013	-4.25231
397	"Antrim"	54.7	-6.2
398	"Anwick"	53.03987	-0.33972
399	"Anwoth"	55.86667	-4.21667
400	"Apley"	53.26165	-0.33707
401	"Apperley Bridge"	53.83592	-1.70863
402	"Appersett"	54.31151	-2.21976
403	"Appin"	56.56062	-5.35721
404	"Appleby"	54.58333	-2.48333
405	"Appleby"	53.61667	-0.56667
406	"Appleby Magna"	52.68226	-1.53371
407	"Applecross"	57.43317	-5.81433
408	"Appledore"	51.05	-4.2
409	"Appledram"	50.82231	-0.80578
410	"Appleford"	51.63917	-1.24077
411	"Applegarth Town"	55.13333	-3.4
412	"Appleshaw"	51.23739	-1.56507
413	"Appleton"	51.70951	-1.36136
414	"Appleton"	53.3524	-2.57183
415	"Appleton le Moors"	54.26667	-0.86667
416	"Appleton Thorn"	53.35045	-2.54488
417	"Appletreewick"	54.03694	-1.91919
418	"Appley Bridge"	53.57781	-2.7209
419	"Apsley"	51.73641	-0.4678
420	"Arbirlot"	56.55477	-2.65067
421	"Arboe"	54.63333	-6.55
422	"Arborfield"	51.40143	-0.92006
423	"Arbroath"	56.56317	-2.58736
424	"Arbuthnott"	56.86831	-2.3287
425	"Archiestown"	57.48115	-3.28314
426	"Ardanaiseig"	56.37677	-5.09843
427	"Ardarragh"	54.23333	-6.26667
428	"Ardbeg"	55.63333	-6.1
429	"Ardcharnich"	57.85	-5.08333
430	"Ardchonnell"	56.25	-5.25
431	"Ardclach"	57.48333	-3.75
432	"Arddleen"	52.73333	-3.1
433	"Ardeer Square"	55.63333	-4.75
434	"Ardeley"	51.92768	-0.09793
435	"Ardendrain"	57.40754	-4.48101
436	"Ardentinny"	56.04651	-4.9108
437	"Ardeonaig"	56.49535	-4.1618
438	"Ardersier"	57.56681	-4.03784
439	"Ardess"	54.51667	-7.66667
440	"Ardfenaig"	56.31667	-6.3
441	"Ardfern"	56.18094	-5.53606
442	"Ardfin"	55.80078	-6.01822
443	"Ardglass"	54.26312	-5.60981
444	"Ardgour"	56.69527	-5.37884
445	"Ardheslaig"	57.54578	-5.70755
446	"Ardingly"	51.04865	-0.07716
447	"Ardkeen"	54.41667	-5.51667
448	"Ardleigh"	51.92598	0.98547
449	"Ardler"	56.55	-3.2
450	"Ardley"	51.94178	-1.21197
451	"Ardlui"	56.30215	-4.72135
452	"Ardlussa"	56.01667	-5.76667
453	"Ardmaddy"	56.5	-5.11667
454	"Ardmair"	57.93445	-5.19411
455	"Ardmaleish"	55.8754	-5.08266
456	"Ardmenish"	55.88333	-5.88333
457	"Ardmillan"	54.48333	-5.66667
458	"Ardmoney"	54.3	-7.35
459	"Ardmore"	55.01667	-6.88333
460	"Ardnagrask"	57.50872	-4.47779
461	"Ardnarff"	57.36258	-5.50918
462	"Ardnastang"	56.68333	-5.58333
463	"Ardnave"	55.87381	-6.34555
464	"Ardno"	56.23133	-4.98711
465	"Ardovie"	56.7	-2.66667
466	"Ardrishaig"	56.01566	-5.44806
467	"Ardrossan"	55.65018	-4.80659
468	"Ardshealach"	56.73333	-5.76667
469	"Ardsley"	53.54619	-1.42467
470	"Ardslignish"	56.66667	-5.98333
471	"Ardstraw"	54.73285	-7.45852
472	"Ardtalla"	55.7181	-6.03635
473	"Ardtalnaig"	56.52774	-4.1121
474	"Ardtarig"	55.98333	-5.11667
475	"Ardtoe"	56.75	-5.86667
476	"Ardullie"	57.63666	-4.36576
477	"Ardvar"	58.25	-5.11667
478	"Ardvasar"	57.05805	-5.90939
479	"Ardverikie"	56.95498	-4.45429
480	"Ardvorlich"	56.36667	-4.21667
481	"Ardwell"	57.35	-3.05
482	"Ardwell"	54.77089	-4.94059
483	"Arford"	51.12446	-0.81462
484	"Arinagour"	56.62475	-6.52742
485	"Arisaig"	56.90975	-5.84593
486	"Arkesden"	51.98837	0.15874
487	"Arkholme"	54.14321	-2.64014
488	"Arksey"	53.55393	-1.12871
489	"Arlecdon"	54.55395	-3.47022
490	"Arlesey"	52.00713	-0.26565
491	"Arley"	52.50413	-1.57289
492	"Arlingham"	51.79742	-2.4248
493	"Arlington"	51.75	-1.83333
494	"Arlington"	51.15	-3.98333
495	"Armadale"	58.55	-4.1
496	"Armadale"	55.88333	-3.7
497	"Armagh"	54.35	-6.66667
498	"Armathwaite"	54.8094	-2.77185
499	"Arminghall"	52.58927	1.32448
500	"Armitage"	52.74193	-1.88266
501	"Armoy"	55.11667	-6.33333
502	"Armston"	52.46129	-0.43981
503	"Armthorpe"	53.53518	-1.05341
504	"Arnabost"	56.65	-6.55
505	"Arncliffe"	54.14263	-2.105
506	"Arne"	50.69272	-2.0403
507	"Arnesby"	52.52639	-1.09221
508	"Arney"	54.28333	-7.68333
509	"Arngask"	56.28333	-3.38333
510	"Arnhall"	56.8	-2.63333
511	"Arnicle"	55.58333	-5.63333
512	"Arnisdale"	57.1347	-5.5628
513	"Arnish"	57.45	-6.03333
514	"Arnol"	58.33333	-6.58333
515	"Arnold"	53	-1.13333
516	"Arnside"	54.20179	-2.83374
517	"Arram"	53.88457	-0.42687
518	"Arras"	53.86667	-0.6
519	"Arreton"	50.67688	-1.24712
520	"Arrington"	52.1347	-0.06115
521	"Arrochar"	56.19609	-4.74559
522	"Artfield"	54.96667	-4.76667
523	"Arthingworth"	52.42498	-0.8922
524	"Arthog"	52.71164	-4.00973
525	"Articlave"	55.14582	-6.77324
526	"Artigarvan"	54.85	-7.4
527	"Artikelly"	55.06667	-6.93333
528	"Artrea"	54.63333	-6.68333
529	"Arun"	50.82341	-0.57569
530	"Arundel"	50.85423	-0.55393
531	"Ascog"	55.82574	-5.02268
532	"Ascot"	51.41082	-0.6748
533	"Ascot under Wychwood"	51.86711	-1.56469
534	"Asgarby"	52.99913	-0.33483
535	"Ash"	52.95	-2.65
536	"Ash"	51.35635	0.29697
537	"Ash"	51.27883	1.27974
538	"Ash Priors"	51.05778	-3.2125
539	"Ash Vale"	51.26997	-0.72115
540	"Ashbocking"	52.14739	1.19296
541	"Ashbourne"	53.01667	-1.73333
542	"Ashburnham"	50.9	0.4
543	"Ashburton"	50.51559	-3.75572
544	"Ashbury"	51.56405	-1.61851
545	"Ashbury"	50.75	-4.11667
546	"Ashby"	53.21667	-0.01667
547	"Ashby cum Fenby"	53.4904	-0.11216
548	"Ashby de la Launde"	53.08223	-0.42803
549	"Ashby de la Zouch"	52.74632	-1.4732
550	"Ashby Magna"	52.51074	-1.17294
551	"Ashby Parva"	52.49079	-1.22468
552	"Ashby Saint Ledgers"	52.30829	-1.16219
553	"Ashcott"	51.1292	-2.81008
554	"Ashdon"	52.05496	0.31322
555	"Asheldham"	51.67673	0.85041
556	"Ashen"	52.05171	0.54648
557	"Ashendon"	51.82172	-0.97856
558	"Ashfield"	54.4	-6.2
559	"Ashfield"	52.21868	1.23476
560	"Ashford"	53.22402	-1.71052
561	"Ashford"	51.43173	-0.45761
562	"Ashford"	51.14586	0.87281
563	"Ashford"	51.1	-4.1
564	"Ashford Carbonell"	52.3318	-2.69905
565	"Ashfordby"	52.75	-0.95
566	"Ashiesteel"	55.61667	-2.91667
567	"Ashill"	52.6	0.8
568	"Ashington"	50.93312	-0.39087
569	"Ashington"	55.16389	-1.58639
570	"Ashkirk"	55.49199	-2.83704
571	"Ashleworth"	51.92905	-2.27543
572	"Ashley"	52.9237	-2.35425
573	"Ashley"	52.51142	-0.83196
574	"Ashley"	52.22643	0.48409
575	"Ashley"	51.65	-2.1
576	"Ashley"	51.08015	-1.46037
577	"Ashley"	53.35	-2.33333
578	"Ashley Cross"	50.7237	-1.95402
579	"Ashmanhaugh"	52.73546	1.42615
580	"Ashmansworth"	51.3151	-1.40593
581	"Ashmore"	50.95	-2.13333
582	"Ashorne"	52.21695	-1.55558
583	"Ashover"	53.16577	-1.47898
584	"Ashow"	52.33039	-1.54515
585	"Ashperton"	52.07274	-2.52064
586	"Ashreigney"	50.90613	-3.95097
587	"Ashsprington"	50.4	-3.66667
588	"Ashtead"	51.30873	-0.29972
589	"Ashton"	53.21667	-2.73333
590	"Ashton"	52.46667	-0.43333
591	"Ashton"	52.14197	-0.88217
592	"Ashton"	50.65	-3.61667
593	"Ashton in Makerfield"	53.48333	-2.65
594	"Ashton Keynes"	51.64521	-1.93232
595	"Ashton under Hill"	52.04139	-2.00549
596	"Ashton-under-Lyne"	53.48876	-2.0989
597	"Ashurst"	50.93236	-0.32375
598	"Ashwater"	50.73445	-4.2898
599	"Ashwell"	52.03866	-0.15398
600	"Ashwell"	52.71404	-0.71918
601	"Ashwellthorpe"	52.53429	1.15708
602	"Ashwicken"	52.7463	0.51696
603	"Askam in Furness"	54.18333	-3.21667
604	"Askern"	53.61639	-1.15237
605	"Askerswell"	50.73267	-2.66861
606	"Askham"	54.60668	-2.75311
607	"Askham"	53.26667	-0.88333
608	"Askham Richard"	53.92491	-1.18481
609	"Askrigg"	54.31483	-2.08082
610	"Aslackby"	52.8596	-0.3907
611	"Aslacton"	52.47517	1.17429
612	"Aslockton"	52.95299	-0.897
613	"Aspall"	52.24495	1.17564
614	"Aspatria"	54.76574	-3.32783
615	"Aspenden"	51.93627	-0.02867
616	"Aspley Guise"	52.01199	-0.633
617	"Assington"	52.00844	0.81648
618	"Astbury"	53.15109	-2.23164
619	"Asterley"	52.65757	-2.92562
620	"Asthall"	51.79998	-1.58312
621	"Astle"	57.88333	-4.11667
622	"Astley"	53.49718	-2.44827
623	"Astley"	52.3	-2.31667
624	"Astley"	52.4994	-1.54276
625	"Astley"	52.76667	-2.7
626	"Astley Abbots"	52.562	-2.43092
627	"Aston"	53.36223	-1.30136
628	"Aston"	52.85	-2.7
629	"Aston"	52.35	-2.8
630	"Aston"	51.88333	-0.15
631	"Aston"	51.72501	-1.50805
632	"Aston"	51.55122	-0.87028
633	"Aston Botterell"	52.45479	-2.54285
634	"Aston Cantlow"	52.23773	-1.79835
635	"Aston Clinton"	51.8002	-0.7254
636	"Aston End"	51.9019	-0.1514
637	"Aston Ingham"	51.91017	-2.45969
638	"Aston Pigott"	52.65	-2.96667
639	"Aston Rowant"	51.68496	-0.95006
640	"Aston Tirroid"	51.56667	-1.2
641	"Astwick"	52.0323	-0.23127
642	"Astwood"	52.1	-0.6
643	"Astwood Bank"	52.25993	-1.93754
644	"Aswarby"	52.94641	-0.41473
645	"Aswardby"	53.21459	0.05756
646	"Atcham"	52.67964	-2.67975
647	"Athelney"	51.05639	-2.93222
648	"Atherington"	50.98333	-4.01667
649	"Atherington"	50.80496	-0.58159
650	"Atherstone"	52.57536	-1.54693
651	"Atherton"	53.52371	-2.49354
652	"Athnamulloch"	57.25	-5.1
653	"Atlow"	53.03258	-1.65668
654	"Attenborough"	52.90626	-1.23162
655	"Attleborough"	52.51779	1.01572
656	"Attleborough"	52.51293	-1.45487
657	"Attlebridge"	52.70752	1.15142
658	"Atwick"	53.94012	-0.189
659	"Atworth"	51.39234	-2.19297
660	"Aubourn"	53.15354	-0.62013
661	"Auchenbreck"	55.98686	-5.17908
662	"Auchencairn"	54.84177	-3.87296
663	"Auchendinny"	55.8466	-3.19273
664	"Auchengray"	55.77095	-3.60211
665	"Auchinblae"	56.9	-2.45
666	"Auchindachy"	57.5	-3
667	"Auchinleck"	55.47157	-4.29337
668	"Auchleven"	57.31006	-2.62462
669	"Auchmacoy"	57.36811	-2.01495
670	"Auchmantle"	54.91667	-4.88333
671	"Auchmithie"	56.58997	-2.52151
672	"Auchnacraig"	56.4	-5.66667
